category,subcategory,brand,model,wattage
Entertainment,TV,PHILIPS,58HFL6214U/27,0.1502
Kitchen,Diswasher,Champion,UH330ADA,0.15
Kitchen,Diswasher,Noble,WareForce 1-E-LTH,0.15
Kitchen,Diswasher,Jackson,Conserver XL-E-LTH,0.15
Kitchen,Diswasher,Jackson,WareForce 1-E-LTH,0.15
Kitchen,Diswasher,Moyer Diebel,601HRG,0.15
Entertainment,TV,Sansui,LE-55TA1,0.1470
EV Charger,EV Charger,SK Signet,HPC350K-PS-G4 Cabinet & HDP350K-NCM-G4 Dispenser,0.1467
Entertainment,TV,Samsung,QN43QN90DAF,0.1436
Entertainment,TV,LG,55QNED85TU*,0.1420
Entertainment,TV,Samsung,QN55QN90CAF,0.1418
Kitchen,Diswasher,Hobart,CDL,0.14
Entertainment,TV,LG,50QNED85TU*,0.1360
Entertainment,TV,LG,OLED42C4PU*,0.1360
Entertainment,TV,Sansui,LE-50V1,0.1349
Entertainment,TV,Sansui,LE-55V4,0.1349
Entertainment,TV,Samsung,QN55QN85CAF,0.1327
Entertainment,TV,Samsung,QN42S90DAE,0.1320
Entertainment,TV,Silo,SL5020VF,0.1319
Entertainment,TV,PHILIPS,50HFL6214U/27,0.1319
Kitchen,Diswasher,Hobart,CL44eNVL,0.13
Kitchen,Diswasher,Hobart,AM16VLTSCB,0.13
Kitchen,Diswasher,Hobart,AM16TCB,0.13
Entertainment,TV,PHILIPS,55HFL5214U/27,0.1298
Entertainment,TV,Sansui,LE-50TA1,0.1292
Entertainment,TV,Sansui,LE-40VA1,0.1269
Entertainment,TV,Sansui,LE-50VA1,0.1269
Entertainment,TV,PHILIPS,50HFL5214U/27,0.1238
Entertainment,TV,NEC,E498,0.1230
Kitchen,Diswasher,Champion,UH330B,0.12
Kitchen,Diswasher,Noble,495HTGW22,0.12
Kitchen,Diswasher,Chemical Methods Associates,L-1Xe,0.12
Kitchen,Diswasher,Hobart,AM16 Series,0.12
Kitchen,Diswasher,Hobart,AM16 Series,0.12
Kitchen,Diswasher,Hobart,AM16 Series,0.12
Kitchen,Diswasher,Hobart,AM16 Series,0.12
Kitchen,Diswasher,Hobart,EDL,0.12
Kitchen,Diswasher,"Meiko USA, Inc.",M007DWUC10M3-30 Heat Recovery,0.12
Kitchen,Diswasher,"Meiko USA, Inc.",M007DWUC10M3-20 Heat Recovery,0.12
Kitchen,Diswasher,Moyer Diebel,601HR,0.12
Kitchen,Diswasher,Fagor,CO-400W,0.12
Entertainment,TV,Sansui,LE-43V1,0.1188
Entertainment,TV,PHILIPS,50HFL4518U/27,0.1142
Kitchen,Diswasher,Hobart,EUL,0.11
Kitchen,Diswasher,Hobart,CL44VL,0.11
Kitchen,Diswasher,Hobart,CL66VL,0.11
Kitchen,Diswasher,Hobart,LXeR,0.107
Entertainment,TV,PHILIPS,43BFL2214/27,0.1041
Entertainment,TV,Sansui,LE-40TA1,0.1035
Entertainment,TV,PHILIPS,43HFL6214U/27,0.1003
Kitchen,Diswasher,Ecolab,E-ULT,0.1
Entertainment,TV,Sansui,LE-43VA1,0.0992
Entertainment,TV,NEC,E438,0.0991
Entertainment,TV,PHILIPS,43HFL4518U/27,0.0932
Kitchen,Diswasher,Hobart,LXeC,0.092
Kitchen,Diswasher,Hobart,LXnC,0.09
Kitchen,Diswasher,Stero,SUL,0.09
Kitchen,Diswasher,Noble,WareForce UL30,0.08
Kitchen,Diswasher,Jackson,DISHSTAR LTH,0.08
Kitchen,Diswasher,Jackson,WareForce UL30,0.08
Kitchen,Diswasher,Stero,SG,0.08
Kitchen,Diswasher,Hobart,LXGePR,0.07
Kitchen,Diswasher,Hobart,LXGnPR,0.07
Entertainment,TV,Sansui,LE-32VA1,0.0672
EV Charger,EV Charger,AUTEL,UF180A4001,0.0667
EV Charger,EV Charger,AUTEL,UF180C4001,0.0667
Entertainment,TV,Sansui,LE-32V1,0.0656
Entertainment,TV,XITRIX,XPN-DSA3250,0.0644
Entertainment,TV,SCEPTRE,X322BV-SRDD,0.0598
Entertainment,TV,NEC,E328,0.0565
Entertainment,TV,Sansui,LE-32T1,0.0540
Entertainment,TV,Sansui,LE-24TA1,0.0467
Entertainment,TV,Sansui,LE-24T1,0.0452
Entertainment,TV,Emerson,PDVA-PM81851,0.0327
Kitchen,Diswasher,CMA Dishmachines,EST-FL,0.03
Kitchen,Diswasher,CMA Dishmachines,E-C-EXT-2,0.03
Kitchen,Diswasher,CMA Dishmachines,E-3D-EXT-2,0.03
Kitchen,Diswasher,CMA Dishmachines,E-AH-EXT-2,0.03
Kitchen,Diswasher,Chemical Methods,EST-EXT,0.03
Kitchen,Diswasher,Auto-Chlor,U34B,0.03
Kitchen,Diswasher,Auto-Chlor,ACB,0.03
Entertainment,TV,Clear Tunes,PDVA-PM31561,0.0243
Entertainment,TV,Emerson,PDVA-PM31561,0.0243
Entertainment,TV,Clear Tunes,CT-1385S,0.0221
Kitchen,Diswasher,CMA Dishmachines,EST-AH-2,0.02
Kitchen,Diswasher,CMA Dishmachines,EST-C-2,0.02
Kitchen,Diswasher,CMA Dishmachines,B-2,0.02
Kitchen,Diswasher,CMA Dishmachines,CB-2,0.02
Kitchen,Diswasher,ADS,AF-ES,0.02
Kitchen,Diswasher,ADS,AFC-ES,0.02
Kitchen,Diswasher,ADS,AWS,0.02
Kitchen,Diswasher,ADS,5AGES,0.02
Kitchen,Diswasher,Auto-Chlor,A4,0.02
Kitchen,Diswasher,Auto-Chlor,A5,0.02
Kitchen,Diswasher,Auto-Chlor,A4V,0.02
Kitchen,Diswasher,Auto-Chlor,A5V,0.02
Kitchen,Diswasher,Auto-Chlor,U34,0.02
Kitchen,Diswasher,Auto-Chlor,U34PT-10,0.02
Kitchen,Diswasher,Auto-Chlor,AC,0.02
Kitchen,Diswasher,Jackson,DISHSTAR LT,0.02
Kitchen,Diswasher,Hobart,LXnR,0.02
Entertainment,TV,Clear Tunes,CT-1514S,0.0200
Entertainment,TV,Emerson,ATSC-PM81331,0.0184
Entertainment,TV,Clear Tunes,ATSC-PM81331,0.0184
Kitchen,Diswasher,Ecolab,Apex TSC Double,0.01
Kitchen,Diswasher,Ecolab,ES-4000,0.01
Kitchen,Diswasher,ProGuard,PA-2,0.01
Kitchen,Diswasher,Ecolab,OMEGA 5E,0.01
Kitchen,Diswasher,Ecolab,ELT,0.01
Kitchen,Diswasher,Auto-Chlor,D2,0.01
Kitchen,Diswasher,Auto-Chlor,D2CR,0.01
Kitchen,Diswasher,Auto-Chlor,D2CL,0.01
Kitchen,Diswasher,Auto-Chlor,D2V,0.01
Kitchen,Diswasher,Auto-Chlor,D2CRV,0.01
Kitchen,Diswasher,Auto-Chlor,D2CLV,0.01
Kitchen,Diswasher,Noble,WareForce 2,0.01
Kitchen,Diswasher,Noble,WareForce 2-CML,0.01
Kitchen,Diswasher,Noble,WareForce 2-CMR,0.01
Kitchen,Diswasher,Noble,WareForce 1-E,0.01
Kitchen,Diswasher,Noble,WareForce DG,0.01
Kitchen,Diswasher,Noble,WareForce DG-E,0.01
Kitchen,Diswasher,Noble,WareForce 1-E-FL,0.01
Kitchen,Diswasher,Jackson,Delta 5E,0.01
Kitchen,Diswasher,Jackson,WareForce DG,0.01
Kitchen,Diswasher,Jackson,WareForce DG-E,0.01
Kitchen,Diswasher,Jackson,Delta 5,0.01
Kitchen,Diswasher,Jackson,Conserver XL2,0.01
Kitchen,Diswasher,Jackson,Conserver XL2-CML,0.01
Kitchen,Diswasher,Jackson,Conserver XL2-CMR,0.01
Kitchen,Diswasher,Jackson,WareForce 2,0.01
Kitchen,Diswasher,Jackson,WareForce 2-CML,0.01
Kitchen,Diswasher,Jackson,WareForce 2-CMR,0.01
Kitchen,Diswasher,Jackson,Conserver XL-E,0.01
Kitchen,Diswasher,Jackson,Conserver XL-E-FL,0.01
Kitchen,Diswasher,Jackson,WareForce 1-E,0.01
Kitchen,Diswasher,Jackson,WareForce 1-E-FL,0.01
Laundry,Dryer,Samsung,WD53DBA9**H*,0.0000
