category,subcategory,brand,model,wattage
Climate Control,Heater,State,HPX-66-DHPTCTA 1**,4.5000
Climate Control,Heater,State,HPX-66-DHPTDR 1**,4.5000
Climate Control,Heater,State,HPX-66-DHPTNE 1**,4.5000
Climate Control,Heater,State,HPX-80-DHPTCTA 1**,4.5000
Climate Control,Heater,State,HPX-80-DHPTDR 1**,4.5000
Climate Control,Heater,State,HPX-80-DHPTNE 1**,4.5000
Climate Control,Heater,U.S. Craftmaster,HPHE2F50HD045VU 1**,4.5000
Climate Control,Heater,U.S. Craftmaster,HPHE2F66HD045VU 1**,4.5000
Climate Control,Heater,U.S. Craftmaster,HPHE2F80HD045VU 1**,4.5000
Climate Control,Heater,U.S. Craftmaster,HPHE2K50HD045VUN 1**,4.5000
Climate Control,Heater,U.S. Craftmaster,HPHE2K66HD045VUN 1**,4.5000
Climate Control,Heater,U.S. Craftmaster,HPHE2K80HD045VUN 1**,4.5000
Climate Control,Heater,AMERICAN STANDARD WATER HEATERS,ASHPWH-40*****,4.5000
Climate Control,Heater,AMERICAN STANDARD WATER HEATERS,ASHPWH-40-B,4.5000
Climate Control,Heater,AMERICAN STANDARD WATER HEATERS,ASHPWH-50*****,4.5000
Climate Control,Heater,AMERICAN STANDARD WATER HEATERS,ASHPWH-50-B,4.5000
Climate Control,Heater,AMERICAN STANDARD WATER HEATERS,ASHPWH-65*****,4.5000
Climate Control,Heater,AMERICAN STANDARD WATER HEATERS,ASHPWH-65-B,4.5000
Climate Control,Heater,AMERICAN STANDARD WATER HEATERS,ASHPWH-80*****,4.5000
Climate Control,Heater,AMERICAN STANDARD WATER HEATERS,ASHPWH-80-B,4.5000
Climate Control,Heater,Rheem,CPROPH40 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,CPROPH40 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,CPROPH40 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,CPROPH50 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,CPROPH50 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,CPROPH50 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,CPROPH50 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,CPROPH65 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,CPROPH65 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,CPROPH65 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,CPROPH65 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,CPROPH80 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,CPROPH80 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,CPROPH80 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,CPROPH80 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,CXE40T10H45U1,4.5000
Climate Control,Heater,Rheem,CXE40T10H45UO,4.5000
Climate Control,Heater,Rheem,CXE40T10HS45U1,4.5000
Climate Control,Heater,Rheem,CXE40T10HS45UO,4.5000
Climate Control,Heater,Rheem,CXE50T10H45U1,4.5000
Climate Control,Heater,Rheem,CXE50T10H45UO,4.5000
Climate Control,Heater,Rheem,CXE50T10HS45U1,4.5000
Climate Control,Heater,Rheem,CXE50T10HS45UO,4.5000
Climate Control,Heater,Friedrich,PROH40 T2 FD400-30,4.5000
Climate Control,Heater,Friedrich,PROH40 T2 FD400-SO,4.5000
Climate Control,Heater,Friedrich,PRO H50 T2 FD375-30,4.5000
Climate Control,Heater,Friedrich,PRO H50 T2 FD375-SO,4.5000
Climate Control,Heater,Friedrich,PROH50 T2 FD400-30,4.5000
Climate Control,Heater,Friedrich,PROH50 T2 FD400-SO,4.5000
Climate Control,Heater,Friedrich,PRO H65 T2 FD375-30,4.5000
Climate Control,Heater,Friedrich,PRO H65 T2 FD375-SO,4.5000
Climate Control,Heater,Friedrich,PROH65 T2 FD400-30,4.5000
Climate Control,Heater,Friedrich,PROH65 T2 FD400-SO,4.5000
Climate Control,Heater,Friedrich,PROH80 T2 FD400-30,4.5000
Climate Control,Heater,Friedrich,PROH80 T2 FD400-SO,4.5000
Climate Control,Heater,Rheem,CPRO H40 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,CPRO H50 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,CPRO H65 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,CPRO H80 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,CPROPH40 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,PROPH40 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,PROPH40 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,PROPH40 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,PROPH40 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,PROPH50 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,PROPH50 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,PROPH50 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,PROPH50 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,PROPH65 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,PROPH65 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,PROPH65 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,PROPH65 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,PROPH80 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,PROPH80 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,PROPH80 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,PROPH80 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,XE40T10H45U0,4.5000
Climate Control,Heater,Rheem,CXE65T10H45U1,4.5000
Climate Control,Heater,Rheem,CXE65T10H45UO,4.5000
Climate Control,Heater,Rheem,CXE65T10HS45U1,4.5000
Climate Control,Heater,Rheem,CXE65T10HS45UO,4.5000
Climate Control,Heater,Rheem,CXE80T10H45U1,4.5000
Climate Control,Heater,Rheem,CXE80T10H45UO,4.5000
Climate Control,Heater,Rheem,CXE80T10HS45U1,4.5000
Climate Control,Heater,Rheem,CXE80T10HS45UO,4.5000
Climate Control,Heater,Rheem,ECE H40 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,ECE H50 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,ECE H65 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,ECE H80 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,ECEPH40 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,ECEPH40 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,ECEPH40 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,ECEPH40 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,ECEPH50 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,ECEPH50 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,ECEPH50 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,ECEPH50 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,ECEPH65 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,ECEPH65 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,ECEPH65 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,ECEPH65 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,ECEPH80 T2 RH375-30,4.5000
Climate Control,Heater,Rheem,ECEPH80 T2 RH375-SO,4.5000
Climate Control,Heater,Rheem,ECEPH80 T2 RH400-30,4.5000
Climate Control,Heater,Rheem,ECEPH80 T2 RH400-SO,4.5000
Climate Control,Heater,Rheem,HPLD40-1RH,4.5000
Climate Control,Heater,Rheem,HPLD50-1RH,4.5000
Climate Control,Heater,Rheem,HPLD65-1RH,4.5000
Climate Control,Heater,Rheem,HPLD80-1RH,4.5000
Climate Control,Heater,Rheem,PRO H40 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,PRO H40 T2 RH310UM,4.5000
Climate Control,Heater,Rheem,PRO H50 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,PRO H50 T2 RH310UM,4.5000
Climate Control,Heater,Rheem,PRO H65 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,PRO H65 T2 RH310UM,4.5000
Climate Control,Heater,Rheem,PRO H80 T2 RH310BM,4.5000
Climate Control,Heater,Rheem,PRO H80 T2 RH310UM,4.5000
Climate Control,Heater,Ruud,PRO H50 T2 RU310UM,4.5000
Climate Control,Heater,Ruud,PRO H65 T2 RU310BM,4.5000
Climate Control,Heater,Ruud,PRO H65 T2 RU310UM,4.5000
Climate Control,Heater,Ruud,PRO H80 T2 RU310BM,4.5000
Climate Control,Heater,Ruud,PRO H80 T2 RU310UM,4.5000
Climate Control,Heater,Ruud,PROUH40 T2 RU375-30,4.5000
Climate Control,Heater,Ruud,PROUH40 T2 RU375-SO,4.5000
Climate Control,Heater,Ruud,PROUH40 T2 RU400-30,4.5000
Climate Control,Heater,Ruud,PROUH40 T2 RU400-SO,4.5000
Climate Control,Heater,Ruud,PROUH50 T2 RU375-30,4.5000
Climate Control,Heater,Ruud,PROUH50 T2 RU375-SO,4.5000
Climate Control,Heater,Ruud,PROUH50 T2 RU400-30,4.5000
Climate Control,Heater,Ruud,PROUH50 T2 RU400-SO,4.5000
Climate Control,Heater,Ruud,PROUH65 T2 RU375-30,4.5000
Climate Control,Heater,Ruud,PROUH65 T2 RU375-SO,4.5000
Climate Control,Heater,Ruud,PROUH65 T2 RU400-30,4.5000
Climate Control,Heater,Ruud,PROUH65 T2 RU400-SO,4.5000
Climate Control,Heater,Rheem,XE40T10H45U1,4.5000
Climate Control,Heater,Rheem,XE40T10HS45U0,4.5000
Climate Control,Heater,Rheem,XE40T10HS45U1,4.5000
Climate Control,Heater,Rheem,XE50T10H45U0,4.5000
Climate Control,Heater,Rheem,XE50T10H45U1,4.5000
Climate Control,Heater,Rheem,XE50T10HS45U0,4.5000
Climate Control,Heater,Rheem,XE50T10HS45U1,4.5000
Climate Control,Heater,Rheem,XE65T10H45U0,4.5000
Climate Control,Heater,Rheem,XE65T10H45U1,4.5000
Climate Control,Heater,Rheem,XE65T10HS45U0,4.5000
Climate Control,Heater,Rheem,XE65T10HS45U1,4.5000
Climate Control,Heater,Rheem,XE80T10H45U0,4.5000
Climate Control,Heater,Rheem,XE80T10H45U1,4.5000
Climate Control,Heater,Rheem,XE80T10HS45U0,4.5000
Climate Control,Heater,Rheem,XE80T10HS45U1,4.5000
Climate Control,Heater,Richmond,10CE50-HP5S30,4.5000
Climate Control,Heater,Richmond,10CE65-HP5S30,4.5000
Climate Control,Heater,Richmond,10CE80-HP5S30,4.5000
Climate Control,Heater,Richmond,10E40-HP530,4.5000
Climate Control,Heater,Richmond,10E40-HP5S30,4.5000
Climate Control,Heater,Richmond,10E40-HP5U30,4.5000
Climate Control,Heater,Richmond,10E40-HP5US30,4.5000
Climate Control,Heater,Richmond,10E50-HP530,4.5000
Climate Control,Heater,Richmond,10E50-HP5S30,4.5000
Climate Control,Heater,Richmond,10E50-HP5U30,4.5000
Climate Control,Heater,Richmond,10E50-HP5US30,4.5000
Climate Control,Heater,Richmond,10E65-HP530,4.5000
Climate Control,Heater,Richmond,10E65-HP5S30,4.5000
Climate Control,Heater,Richmond,10E65-HP5U30,4.5000
Climate Control,Heater,Richmond,10E65-HP5US30,4.5000
Climate Control,Heater,Richmond,10E80-HP530,4.5000
Climate Control,Heater,Richmond,10E80-HP5S30,4.5000
Climate Control,Heater,Richmond,10E80-HP5U30,4.5000
Climate Control,Heater,Richmond,10E80-HP5US30,4.5000
Climate Control,Heater,Ruud,CPROPH80 T2 CD375-30,4.5000
Climate Control,Heater,Ruud,CPROPH80 T2 CD375-SO,4.5000
Climate Control,Heater,Ruud,HPLD40-1RU,4.5000
Climate Control,Heater,Ruud,HPLD50-1RU,4.5000
Climate Control,Heater,Ruud,HPLD65-1RU,4.5000
Climate Control,Heater,Ruud,HPLD80-1RU,4.5000
Climate Control,Heater,Ruud,PRO H40 T2 RU310BM,4.5000
Climate Control,Heater,Ruud,PRO H40 T2 RU310UM,4.5000
Climate Control,Heater,Ruud,PRO H50 T2 RU310BM,4.5000
Climate Control,Heater,Ruud,PROUH80 T2 RU375-30,4.5000
Climate Control,Heater,Ruud,PROUH80 T2 RU375-SO,4.5000
Climate Control,Heater,Ruud,PROUH80 T2 RU400-30,4.5000
Climate Control,Heater,Ruud,PROUH80 T2 RU400-SO,4.5000
Climate Control,Heater,Hubbell,ME120HPT,4.5000
Climate Control,Heater,Hubbell,ME50HPT,4.5000
Climate Control,Heater,Hubbell,ME65HPT,4.5000
Climate Control,Heater,Hubbell,ME80HPT,4.5000
Climate Control,Heater,Noritz,NHP120,4.5000
Climate Control,Heater,Noritz,NHP50,4.5000
Climate Control,Heater,Noritz,NHP65,4.5000
Climate Control,Heater,Noritz,NHP80,4.5000
Climate Control,Heater,VAUGHN THERMAL,ME120HPT,4.5000
Climate Control,Heater,VAUGHN THERMAL,ME120HPT-CN,4.5000
Climate Control,Heater,VAUGHN THERMAL,ME50HPT,4.5000
Climate Control,Heater,VAUGHN THERMAL,ME50HPT-CN,4.5000
Climate Control,Heater,VAUGHN THERMAL,ME65HPT,4.5000
Climate Control,Heater,VAUGHN THERMAL,ME65HPT-CN,4.5000
Climate Control,Heater,VAUGHN THERMAL,ME80HPT,4.5000
Climate Control,Heater,VAUGHN THERMAL,ME80HPT-CN,4.5000
EV Charger,EV Charger,AUTEL,UF240A4001,4.4444
EV Charger,EV Charger,AUTEL,UF240C4001,4.4444
Laundry,Dryer,Samsung,DVE51CG8005*,4.2469
Laundry,Dryer,Samsung,DVE45B6305*,4.0283
EV Charger,EV Charger,GoPowerEV,SO3R20-S1,3.8400
EV Charger,EV Charger,LONGSUN,EVC-WB16A,3.8400
Kitchen,Oven,UNOX S.p.A.,XAF*-03FS-E***-***,3.8
Kitchen,Oven,UNOX S.p.A.,XAF*-04HS-E***-***,3.8
Kitchen,Oven,UNOX S.p.A.,XEF*-03EU-****-***,3.5
Kitchen,Oven,UNOX S.p.A.,XEF*-04HS-E***-***,3.5
Kitchen,Oven,UNOX S.p.A.,XAF*-03HS-E***-***,3.3
Kitchen,Oven,UNOX S.p.A.,XEF*-03HS-E****-***,3
Laundry,Dryer,Electrolux,ELFG7637***,2.6973
Laundry,Dryer,Electrolux,ELFG7337***,2.6973
Laundry,Dryer,Electrolux,ELFG7437***,2.6973
Laundry,Dryer,Electrolux,ELFG7537***,2.6973
Laundry,Dryer,Frigidaire,FDGX22E4EW,2.6973
Laundry,Dryer,Electrolux,ELFG7626***,2.6973
Laundry,Dryer,Electrolux,ELTG7300***,2.6973
Laundry,Dryer,Electrolux,ELTG7600***,2.6973
Laundry,Dryer,Electrolux,EFMG427****,2.6482
Laundry,Dryer,Electrolux,EFMG527****,2.6482
Laundry,Dryer,Electrolux,EFMG627****,2.6482
Laundry,Dryer,Frigidaire,FDGX21E4EW,2.6482
Laundry,Dryer,Electrolux,ELFG7738***,2.6482
Kitchen,Oven,UNOX S.p.A.,XEVL-2021-GP*S-***,2.6
Laundry,Dryer,Electrolux,EFMC427****,2.5781
Laundry,Dryer,Electrolux,EFMC527****,2.5781
Laundry,Dryer,Electrolux,EFMC627****,2.5781
Laundry,Dryer,Electrolux,EFME427****,2.5781
Laundry,Dryer,Electrolux,EFME527****,2.5781
Laundry,Dryer,Electrolux,EFME627****,2.5781
Laundry,Dryer,Frigidaire,FDEX21E4EW,2.5781
Laundry,Dryer,LG,DLGX3371*,2.5479
Laundry,Dryer,LG,DLG3171*,2.5479
Laundry,Dryer,LG,DLGX4271*,2.5479
Laundry,Dryer,Kenmore,7142####,2.5479
Laundry,Dryer,Kenmore,7146####,2.5479
Laundry,Dryer,Kenmore,9158####,2.5479
Laundry,Dryer,LG,DLGY1702*E,2.5479
Laundry,Dryer,LG,DLGX5781*E,2.5479
Laundry,Dryer,LG,DLG1502*,2.5479
Laundry,Dryer,LG,DLG1502*E,2.5479
Laundry,Dryer,Kenmore,7142#,2.5479
Laundry,Dryer,Kenmore,7146#,2.5479
Laundry,Dryer,Kenmore,9158#,2.5479
Laundry,Dryer,LG,DLG3181*,2.5479
Laundry,Dryer,LG,DLGX4371*,2.5479
Laundry,Dryer,Kenmore,71632610,2.4276
Laundry,Dryer,Kenmore,71633610,2.4276
Laundry,Dryer,Maytag,MGDB955FS*,2.4276
Laundry,Dryer,Maytag,MGDB955FW*,2.4276
Laundry,Dryer,Whirlpool,WGD9500EC*,2.3878
Laundry,Dryer,Whirlpool,WGD9500EW*,2.3878
Laundry,Dryer,Maytag,MGDB955FC*,2.3878
Laundry,Dryer,GE Profile,M73G_4_T,2.3878
Laundry,Dryer,GE Profile,M74G_4_T,2.3493
Laundry,Dryer,LG,DLE7100*,2.3399
Laundry,Dryer,LG,DLEX3700*,2.3399
Laundry,Dryer,LG,DLEX7880*E,2.3399
Laundry,Dryer,LG,DLEX4000*,2.3399
Laundry,Dryer,LG,DLE7150*,2.3399
Laundry,Dryer,LG,DLEX7250*,2.3399
Laundry,Dryer,LG,DLEX7900*E,2.3399
Laundry,Dryer,LG,DLEX7800*E,2.3399
Laundry,Dryer,Kenmore,8146#,2.3399
Laundry,Dryer,LG,DLEX7650*E,2.3399
Laundry,Dryer,LG,DLE7060*E,2.3399
Laundry,Dryer,LG,DLE7005*,2.3399
Laundry,Dryer,LG,DLEX3850*,2.3399
Laundry,Dryer,LG,DLE7000*,2.3399
Laundry,Dryer,LG,DLEX4080*,2.3399
Laundry,Dryer,LG,DLEX8600*E,2.3399
Laundry,Dryer,LG,DLE8200*,2.3399
Laundry,Dryer,LG,DLE6100*,2.3399
Laundry,Dryer,LG,DLE7000**,2.3399
Laundry,Dryer,LG,DLE7150**,2.3399
Laundry,Dryer,LG,DLE6100**,2.3399
Laundry,Dryer,LG,DLEX4000**,2.3399
Laundry,Dryer,LG,DLEX4080**,2.3399
Laundry,Dryer,LG,DLEX7900*E*,2.3399
Laundry,Dryer,LG,DLE8400*E,2.3399
Laundry,Dryer,LG,DLE8480*E,2.3399
Laundry,Dryer,Fisher&Paykel,DE4024P2,2.3175
Laundry,Dryer,GE,M60G_4_N,2.3120
Laundry,Dryer,Samsung,DV52J870*G*,2.3052
Laundry,Dryer,Samsung,DV52J806*G*,2.3052
Laundry,Dryer,Samsung,DV48J777*G*,2.3052
Laundry,Dryer,Samsung,DV48J770*G*,2.3052
Laundry,Dryer,LG,DLGX5006*,2.3052
Laundry,Dryer,Kenmore,9139#,2.3052
Laundry,Dryer,LG,DLGX8901*,2.3052
Laundry,Dryer,LG,DLGX8981*,2.3052
Laundry,Dryer,LG SIGNATURE,DLGX9901*,2.3052
Climate Control,Heater,Rheem,CPROPH40 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,CPROPH50 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,CPROPH50 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,CPROPH65 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,CPROPH65 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,CPROPH80 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,CPROPH80 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,CXE40T10H22U1,2.3000
Climate Control,Heater,Rheem,CXE40T10H22UO,2.3000
Climate Control,Heater,Rheem,CXE50T10H22U1,2.3000
Climate Control,Heater,Rheem,CXE50T10H22UO,2.3000
Climate Control,Heater,Rheem,CXE65T10H22U1,2.3000
Climate Control,Heater,Friedrich,PROH50 T2 FD400-15,2.3000
Climate Control,Heater,Friedrich,PROH65 T2 FD400-15,2.3000
Climate Control,Heater,Friedrich,PROH80 T2 FD400-15,2.3000
Climate Control,Heater,Rheem,CPROPH40 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,PROPH40 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,PROPH40 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,PROPH50 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,PROPH50 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,PROPH65 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,PROPH65 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,PROPH80 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,PROPH80 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,XE40T10H22U0,2.3000
Climate Control,Heater,Rheem,XE40T10H22U1,2.3000
Climate Control,Heater,Rheem,CXE65T10H22UO,2.3000
Climate Control,Heater,Rheem,CXE80T10H22U1,2.3000
Climate Control,Heater,Rheem,CXE80T10H22UO,2.3000
Climate Control,Heater,Rheem,ECEPH40 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,ECEPH40 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,ECEPH50 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,ECEPH50 T2 RH400-15,2.3000
Climate Control,Heater,Rheem,ECEPH65 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,ECEPH80 T2 RH375-15,2.3000
Climate Control,Heater,Rheem,ECEPH80 T2 RH400-15,2.3000
Climate Control,Heater,Ruud,PROUH40 T2 RU375-15,2.3000
Climate Control,Heater,Ruud,PROUH40 T2 RU400-15,2.3000
Climate Control,Heater,Ruud,PROUH50 T2 RU375-15,2.3000
Climate Control,Heater,Ruud,PROUH50 T2 RU400-15,2.3000
Climate Control,Heater,Ruud,PROUH65 T2 RU375-15,2.3000
Climate Control,Heater,Ruud,PROUH65 T2 RU400-15,2.3000
Climate Control,Heater,Rheem,XE50T10H22U0,2.3000
Climate Control,Heater,Rheem,XE50T10H22U1,2.3000
Climate Control,Heater,Rheem,XE65T10H22U0,2.3000
Climate Control,Heater,Rheem,XE80T10H22U0,2.3000
Climate Control,Heater,Rheem,XE80T10H22U1,2.3000
Climate Control,Heater,Richmond,10E40-HP515,2.3000
Climate Control,Heater,Richmond,10E40-HP5U15,2.3000
Climate Control,Heater,Richmond,10E50-HP515,2.3000
Climate Control,Heater,Richmond,10E50-HP5U15,2.3000
Climate Control,Heater,Richmond,10E65-HP515,2.3000
Climate Control,Heater,Richmond,10E65-HP5U15,2.3000
Climate Control,Heater,Richmond,10E80-HP515,2.3000
Climate Control,Heater,Richmond,10E80-HP5U15,2.3000
Climate Control,Heater,Richmond,XE65T10H22U1,2.3000
Climate Control,Heater,Ruud,PROUH80 T2 RU375-15,2.3000
Climate Control,Heater,Ruud,PROUH80 T2 RU400-15,2.3000
Laundry,Dryer,LG,DLE3500*,2.2981
Laundry,Dryer,LG,DLE3095*,2.2981
Laundry,Dryer,LG,DLE7300*E,2.2981
Laundry,Dryer,LG,DLEX7300*E,2.2981
Laundry,Dryer,LG,DLE3600*,2.2981
Laundry,Dryer,LG,DLE3450*,2.2981
Laundry,Dryer,LG,DLE3090*,2.2981
Laundry,Dryer,Kenmore,8136#,2.2981
Laundry,Dryer,LG,DLE3460*,2.2981
Laundry,Dryer,LG,WKE100H*A,2.2981
Laundry,Dryer,LG,DLE7400*E,2.2981
Laundry,Dryer,LG,DLEX7480*E,2.2981
Laundry,Dryer,LG,DLE3400*L,2.2981
Laundry,Dryer,LG,DLE3400**,2.2981
Laundry,Dryer,LG,DLE7400*E*,2.2981
Laundry,Dryer,GE,GFD45GSM****,2.2758
Laundry,Dryer,Kenmore,A20BCI8AI0,2.2758
Laundry,Dryer,Samsung,DV50K75**G*,2.2692
Laundry,Dryer,Samsung,DV45K65**G*,2.2692
Laundry,Dryer,Samsung,DV45K62**G*,2.2692
Laundry,Dryer,Kenmore,592-9969*,2.2692
Laundry,Dryer,Samsung,DVG45M55***,2.2692
Laundry,Dryer,Samsung,DVG60M99***,2.2692
Laundry,Dryer,Samsung,DVG55M96***,2.2692
Laundry,Dryer,LG,DLEX3900*,2.2578
Laundry,Dryer,LG,DLE3400*,2.2578
Laundry,Dryer,Kenmore,6177#,2.2578
Laundry,Dryer,Kenmore,6145#,2.2578
Laundry,Dryer,LG,DLEX4200*,2.2578
Laundry,Dryer,LG,WKEX200H*A,2.2578
Laundry,Dryer,LG,WSEX200H*A,2.2578
Laundry,Dryer,LG,DLEX4500*,2.2578
Laundry,Dryer,Kenmore,8156#,2.2578
Laundry,Dryer,LG,DLEX6700*,2.2578
Laundry,Dryer,LG,DLE3470*,2.2578
Laundry,Dryer,LG,DLEX6500*,2.2578
Laundry,Dryer,LG,DLEX5500*,2.2578
Laundry,Dryer,LG,WKEX300H*A,2.2578
Laundry,Dryer,LG,SWWE50*3,2.2578
Laundry,Dryer,LG,SWWE50*4,2.2578
Laundry,Dryer,GE,GFD40GSM****,2.2408
Laundry,Dryer,Whirlpool,WGD560LH**,2.2408
Laundry,Dryer,GE,H41E_5_M,2.2403
Laundry,Dryer,GE,H41E_5_M,2.2403
Laundry,Dryer,Samsung,DV50K86**G*,2.2343
Laundry,Dryer,Samsung,DV45K76**G*,2.2343
Laundry,Dryer,Samsung,DV45K71**G*,2.2343
Laundry,Dryer,Samsung,DVG54M87***,2.2343
Laundry,Dryer,Samsung,DVG52M86***,2.2343
Laundry,Dryer,Samsung,DVG52M77***,2.2343
Laundry,Dryer,GE,GFD45ESM****,2.2225
Laundry,Dryer,LG,DLEX5005*,2.2188
Laundry,Dryer,LG,DLE7200*E,2.2188
Laundry,Dryer,LG,DLEY1901*E,2.2188
Laundry,Dryer,LG,DLEX7200*,2.2188
Laundry,Dryer,LG,DLEX4370*,2.2188
Laundry,Dryer,LG,DLE7050*,2.2188
Laundry,Dryer,Maytag,MGD7230H**,2.2069
Laundry,Dryer,Whirlpool,WGD7120H**,2.2069
Laundry,Dryer,Whirlpool,WGD5620H**,2.2069
Laundry,Dryer,Whirlpool,WGD6620H**,2.2069
Laundry,Dryer,Whirlpool,WGD8620H**,2.2069
Laundry,Dryer,Amana,NGD5800H**,2.2069
Laundry,Dryer,Whirlpool,WGD8127L**,2.2069
Laundry,Dryer,GE,GTD75ECML***,2.1848
Laundry,Dryer,GE,GTD65EB*K***,2.1848
Laundry,Dryer,GE,GTD69EB*T***,2.1848
Laundry,Dryer,GE Profile,M74E_1_R,2.1848
Laundry,Dryer,GE Profile,M74E_1_T,2.1848
Laundry,Dryer,GE,GTD65EBMR***,2.1848
Laundry,Dryer,GE Profile,M74E_1_T,2.1848
Laundry,Dryer,Whirlpool,WGD9620H**,2.1739
Laundry,Dryer,Maytag,MGD8230H**,2.1739
Laundry,Dryer,Maytag,A22JBI7AI0,2.1739
Laundry,Dryer,Maytag,A22JBI7AI0,2.1739
Laundry,Dryer,Whirlpool,WGD5605M**,2.1739
Laundry,Dryer,Whirlpool,WGD6605M**,2.1739
Laundry,Dryer,Maytag,A24JBI7AI0,2.1739
Laundry,Dryer,GE,GFD40ESM****,2.1484
Laundry,Dryer,Insignia,NS-FDRE80W3,2.1484
Laundry,Dryer,Insignia,NS-FDRE80W3***,2.1484
Laundry,Dryer,GE Profile,M73E_1_T,2.1484
Laundry,Dryer,GE Profile,M73E_1_T,2.1484
Laundry,Dryer,Criterion,CFDE80N1AW,2.1484
Laundry,Dryer,Crosley,M74E_1_NB+1,2.1484
Laundry,Dryer,ELEMENT,EFD8027EBW,2.1484
Laundry,Dryer,Smad,DDF-210ALKM(E),2.1484
Laundry,Dryer,Whirlpool,WGD8120H**,2.1420
Laundry,Dryer,Maytag,MGD5630H**,2.1420
Laundry,Dryer,Maytag,MGD6630H**,2.1420
Laundry,Dryer,Maytag,MGD8630H**,2.1420
Laundry,Dryer,GE,M74G_4_NA,2.1420
Laundry,Dryer,GE,M74G_4_NA,2.1420
Laundry,Dryer,Crosley,M74G_4_NB+1,2.1420
Laundry,Dryer,GE,G78G_4_V,2.1420
